Region,Month of Period End,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Average Sale To List
,December 2013,$422K,40,29,106,69,96.8%
,January 2014,$366K,18,42,126,49,96.7%
,February 2014,$446K,31,46,136,47,98.1%
,March 2014,$395K,22,46,133,115,97.1%
,April 2014,$400K,44,56,128,50,97.9%
,May 2014,$410K,42,71,141,68,97.7%
,June 2014,$413K,51,66,158,30,99.0%
,July 2014,$428K,57,77,184,35,97.4%
,August 2014,$405K,48,65,196,40,97.8%
,September 2014,$418K,36,56,204,43,97.6%
,October 2014,$400K,54,45,193,54,96.6%
,November 2014,$400K,22,44,203,84,97.3%
,December 2014,$420K,43,32,181,88,96.8%
,January 2015,$382K,18,56,183,129,95.3%
,February 2015,$432K,33,56,183,104,95.8%
,March 2015,$413K,56,72,199,77,97.1%
,April 2015,$456K,57,70,202,55,97.9%
,May 2015,$459K,62,73,208,68,98.4%
,June 2015,$460K,77,82,209,53,97.5%
,July 2015,$445K,67,86,223,60,97.7%
,August 2015,$450K,65,74,232,59,97.5%
,September 2015,$438K,40,45,222,56,97.6%
,October 2015,$449K,45,38,204,69,97.1%
,November 2015,$445K,30,41,190,62,97.3%
,December 2015,$447K,52,37,172,70,96.9%
,January 2016,$458K,30,91,217,76,97.4%
,February 2016,$438K,30,63,216,94,97.0%
,March 2016,$465K,61,87,233,47,96.5%
,April 2016,$464K,44,76,240,49,97.0%
,May 2016,$447K,64,94,255,54,97.3%
,June 2016,$437K,68,90,267,50,97.3%
,July 2016,$469K,61,71,265,70,97.2%
,August 2016,$465K,63,51,239,63,97.3%
,September 2016,$462K,57,63,253,89,97.4%
,October 2016,$489K,43,78,265,83,96.6%
,November 2016,$534K,48,42,260,61,98.1%
,December 2016,$498K,54,31,232,70,96.4%
,January 2017,$480K,34,77,240,119,95.3%
,February 2017,$512K,45,64,247,104,97.5%
,March 2017,$509K,66,116,267,80,97.5%
,April 2017,$490K,54,100,289,72,97.2%
,May 2017,$470K,73,90,286,46,97.2%
,June 2017,$491K,82,123,333,62,97.4%
,July 2017,$490K,75,60,300,93,97.4%
,August 2017,$470K,74,84,300,61,98.5%
,September 2017,$488K,61,68,291,93,96.9%
,October 2017,$500K,56,84,306,87,97.0%
,November 2017,$485K,39,67,293,114,97.3%
,December 2017,$495K,65,60,285,87,96.2%
,January 2018,$450K,33,101,311,103,97.1%
,February 2018,$474K,40,96,335,121,96.8%
,March 2018,$532K,64,115,365,96,95.7%
,April 2018,$460K,59,130,410,74,97.1%
,May 2018,$476K,85,138,434,84,96.5%
,June 2018,$521K,100,80,405,49,97.5%
,July 2018,$490K,102,74,379,83,96.5%
,August 2018,$483K,80,103,391,88,96.4%
,September 2018,$510K,69,70,381,113,97.2%
,October 2018,$513K,47,71,383,88,95.8%
,November 2018,$515K,46,72,385,113,96.8%
,December 2018,$516K,70,35,328,167,95.8%
,January 2019,$450K,37,90,343,136,95.8%
,February 2019,$534K,34,94,372,136,96.0%
,March 2019,$500K,73,108,385,144,97.0%
,April 2019,$540K,73,123,388,149,96.6%
,May 2019,$525K,115,126,390,70,97.1%
,June 2019,$518K,121,110,385,106,97.5%
,July 2019,$512K,106,92,355,75,97.1%
,August 2019,$520K,103,81,340,86,97.1%
,September 2019,$500K,67,75,328,103,97.5%
,October 2019,$476K,67,73,316,115,97.3%
,November 2019,$500K,57,60,289,88,96.9%
,December 2019,$550K,101,52,244,99,96.6%
,January 2020,$528K,45,91,258,133,96.2%
,February 2020,$510K,66,113,292,138,96.9%
,March 2020,$542K,73,111,288,87,97.2%
,April 2020,$508K,76,89,294,43,97.2%
,May 2020,$528K,74,122,296,73,97.4%
,June 2020,$510K,129,114,275,76,97.3%
,July 2020,$540K,137,96,230,66,97.2%
,August 2020,$541K,116,92,200,51,98.1%
,September 2020,$545K,115,77,168,54,98.6%
,October 2020,$560K,109,64,110,64,98.4%
,November 2020,$560K,85,63,87,53,98.3%
,December 2020,$603K,94,37,68,30,98.3%
,January 2021,$566K,34,52,66,51,98.6%
,February 2021,$626K,53,39,58,29,100.1%
,March 2021,$699K,62,90,63,25,101.8%
,April 2021,$681K,73,100,80,16,104.5%
,May 2021,$673K,80,104,81,15,105.5%
,June 2021,$725K,102,80,66,14,104.9%
,July 2021,$704K,82,116,103,18,105.6%
,August 2021,$705K,87,57,68,21,104.1%
,September 2021,$739K,76,62,70,25,101.9%
,October 2021,$714K,75,47,54,28,101.5%
,November 2021,$729K,50,30,35,18,103.7%
,December 2021,$743K,50,30,35,17,104.1%
,January 2022,$925K,29,42,40,11,106.4%
,February 2022,$850K,38,64,42,15,105.8%
,March 2022,"$1,016K",56,90,71,13,109.2%
,April 2022,$930K,64,104,98,13,107.5%
,May 2022,$951K,71,166,161,17,106.4%
,June 2022,$866K,78,175,258,19,102.3%
,July 2022,$915K,59,100,263,25,100.0%
,August 2022,$850K,73,86,237,35,97.9%
,September 2022,$789K,65,83,240,62,97.9%
,October 2022,$796K,50,86,256,66,97.2%
,November 2022,$849K,51,47,233,52,96.2%
,December 2022,$830K,59,42,211,63,96.7%
,January 2023,$802K,46,89,205,69,96.0%
,February 2023,$740K,73,74,189,105,95.7%
,March 2023,$830K,81,126,215,58,96.3%
,April 2023,$826K,91,74,181,35,97.4%
,May 2023,$838K,105,101,205,53,96.7%
,June 2023,$875K,79,108,228,49,97.9%
,July 2023,$900K,64,86,222,47,98.6%
,August 2023,$827K,92,101,226,46,97.6%
,September 2023,$826K,75,76,222,68,96.3%
,October 2023,$813K,60,73,226,50,96.4%
,November 2023,$800K,41,56,223,34,97.4%
,December 2023,$856K,74,32,173,83,96.2%
,January 2024,$905K,45,95,195,95,96.0%
,February 2024,$885K,54,77,191,73,97.2%
,March 2024,$940K,63,110,226,46,97.4%
,April 2024,$880K,68,115,242,58,97.2%
,May 2024,$930K,71,103,250,42,98.0%
,June 2024,$930K,75,111,272,49,97.9%
,July 2024,$933K,66,105,284,53,97.4%
,August 2024,$905K,81,88,282,60,96.8%
,September 2024,$900K,41,76,289,53,95.8%
,October 2024,$892K,54,81,286,88,96.9%
,November 2024,$840K,67,51,253,74,97.2%
,December 2024,$915K,75,41,218,67,96.5%
,January 2025,$945K,35,77,220,69,96.0%
,February 2025,$933K,48,81,227,107,95.9%
"Queen Creek, AZ",January 2012,$183K,80,86,186,67,98.8%
,February 2012,$194K,51,76,197,68,98.5%
,March 2012,$192K,65,75,189,35,98.2%
,April 2012,$175K,75,76,176,42,99.7%
,May 2012,$175K,73,96,199,52,99.2%
,June 2012,$215K,73,107,216,43,100.5%
,July 2012,$250K,63,110,238,48,99.8%
,August 2012,$221K,64,87,236,64,99.2%
,September 2012,$200K,61,77,234,29,98.6%
,October 2012,$211K,74,92,239,48,99.6%
,November 2012,$224K,67,85,252,33,99.5%
,December 2012,$193K,74,65,263,39,99.7%
,January 2013,$199K,46,85,259,62,96.7%
,February 2013,$235K,50,60,237,55,97.7%
,March 2013,$220K,88,96,234,48,98.9%
,April 2013,$224K,92,94,206,68,99.2%
,May 2013,$258K,84,99,209,56,99.0%
,June 2013,$234K,97,107,220,55,99.6%
,July 2013,$250K,78,104,213,43,98.6%
,August 2013,$265K,77,118,259,31,99.7%
,September 2013,$269K,82,109,276,33,98.0%
,October 2013,$265K,69,126,311,40,98.3%
,November 2013,$261K,72,85,309,55,98.5%
,December 2013,$270K,72,62,284,64,97.9%
,January 2014,$271K,46,118,325,70,97.9%
,February 2014,$242K,55,118,344,85,97.6%
,March 2014,$256K,84,124,352,53,98.6%
,April 2014,$270K,88,124,357,68,98.0%
,May 2014,$280K,91,129,371,71,98.4%
,June 2014,$260K,86,112,385,53,98.6%
,July 2014,$273K,72,104,405,55,98.6%
,August 2014,$289K,80,98,401,57,98.0%
,September 2014,$220K,87,109,408,63,98.5%
,October 2014,$257K,66,88,388,82,97.8%
,November 2014,$279K,62,65,346,89,97.7%
,December 2014,$290K,87,72,337,62,98.5%
,January 2015,$274K,50,105,334,93,98.4%
,February 2015,$275K,62,105,362,87,98.3%
,March 2015,$253K,71,125,349,87,98.2%
,April 2015,$295K,87,135,377,63,98.2%
,May 2015,$290K,97,154,372,52,97.9%
,June 2015,$280K,101,107,357,58,98.8%
,July 2015,$294K,104,106,360,41,98.6%
,August 2015,$284K,78,116,365,58,98.2%
,September 2015,$273K,89,141,396,54,98.7%
,October 2015,$296K,117,141,378,60,98.3%
,November 2015,$288K,76,118,382,60,98.1%
,December 2015,$292K,106,60,354,57,98.7%
,January 2016,$297K,78,133,377,55,98.5%
,February 2016,$304K,87,141,383,75,98.8%
,March 2016,$280K,107,157,403,55,98.6%
,April 2016,$300K,111,133,384,52,98.4%
,May 2016,$310K,123,136,372,45,98.2%
,June 2016,$292K,131,140,363,56,98.6%
,July 2016,$285K,97,137,378,62,98.4%
,August 2016,$310K,127,117,364,50,98.6%
,September 2016,$316K,111,126,371,53,99.2%
,October 2016,$282K,91,138,374,69,98.4%
,November 2016,$310K,92,95,354,49,98.6%
,December 2016,$293K,86,56,305,63,98.9%
,January 2017,$307K,73,99,285,70,98.4%
,February 2017,$320K,87,144,321,73,98.5%
,March 2017,$298K,112,169,349,64,98.7%
,April 2017,$295K,116,140,346,52,99.0%
,May 2017,$300K,141,154,347,52,98.7%
,June 2017,$321K,138,160,339,60,98.6%
,July 2017,$293K,142,130,324,48,99.1%
,August 2017,$320K,147,106,292,45,99.1%
,September 2017,$323K,86,122,305,50,98.4%
,October 2017,$294K,108,126,306,48,98.3%
,November 2017,$320K,95,85,286,49,98.9%
,December 2017,$344K,100,60,237,58,98.1%
,January 2018,$303K,69,133,267,62,98.3%
,February 2018,$335K,80,152,319,62,98.7%
,March 2018,$317K,125,173,323,47,98.9%
,April 2018,$302K,128,140,313,39,99.0%
,May 2018,$348K,159,143,294,42,98.6%
,June 2018,$330K,137,128,261,49,99.3%
,July 2018,$326K,126,134,267,48,98.7%
,August 2018,$331K,108,139,286,49,98.8%
,September 2018,$329K,90,113,298,46,98.7%
,October 2018,$347K,104,135,319,45,98.2%
,November 2018,$357K,91,123,336,46,98.3%
,December 2018,$361K,84,62,299,53,98.8%
,January 2019,$342K,64,155,361,58,98.3%
,February 2019,$360K,89,157,407,69,98.1%
,March 2019,$346K,127,180,431,51,98.4%
,April 2019,$365K,127,182,434,54,98.7%
,May 2019,$363K,190,188,418,50,98.9%
,June 2019,$351K,159,157,389,49,98.8%
,July 2019,$370K,162,159,362,52,98.9%
,August 2019,$370K,179,186,387,48,98.9%
,September 2019,$374K,129,139,354,38,99.1%
,October 2019,$366K,163,148,342,51,98.6%
,November 2019,$365K,114,117,322,46,98.9%
,December 2019,$365K,141,82,284,50,98.6%
,January 2020,$370K,108,178,305,43,98.7%
,February 2020,$399K,105,145,300,44,98.7%
,March 2020,$389K,155,199,348,43,98.8%
,April 2020,$405K,126,177,371,36,99.3%
,May 2020,$400K,127,166,350,39,99.2%
,June 2020,$397K,204,135,272,44,99.0%
,July 2020,$415K,187,201,257,41,99.5%
,August 2020,$412K,185,201,263,34,100.0%
,September 2020,$424K,195,172,248,33,100.3%
,October 2020,$430K,167,169,222,34,99.9%
,November 2020,$432K,181,121,176,27,99.9%
,December 2020,$438K,173,89,130,31,100.2%
,January 2021,$490K,105,108,124,31,99.7%
,February 2021,$485K,87,125,117,30,100.8%
,March 2021,$454K,141,133,107,24,101.5%
,April 2021,$490K,137,152,134,14,102.6%
,May 2021,$573K,122,142,149,17,103.0%
,June 2021,$525K,158,157,152,20,103.4%
,July 2021,$579K,127,192,210,21,102.8%
,August 2021,$518K,130,202,229,25,101.7%
,September 2021,$550K,163,156,228,23,100.9%
,October 2021,$617K,145,143,212,31,100.7%
,November 2021,$564K,144,146,190,32,100.5%
,December 2021,$610K,168,95,143,27,100.2%
,January 2022,$604K,94,134,138,25,100.3%
,February 2022,$620K,121,132,139,29,100.4%
,March 2022,$642K,157,160,153,24,101.1%
,April 2022,$665K,129,216,218,27,102.0%
,May 2022,$650K,149,226,286,24,101.8%
,June 2022,$687K,148,231,368,28,100.6%
,July 2022,$705K,87,218,468,24,99.3%
,August 2022,$741K,100,180,497,42,98.6%
,September 2022,$620K,109,128,482,50,97.9%
,October 2022,$641K,94,110,441,53,97.6%
,November 2022,$625K,70,108,457,80,97.5%
,December 2022,$548K,77,78,424,72,98.8%
,January 2023,$560K,74,133,421,72,97.5%
,February 2023,$545K,97,159,442,90,98.2%
,March 2023,$596K,129,163,440,77,98.1%
,April 2023,$583K,126,139,397,61,97.8%
,May 2023,$633K,146,134,347,61,98.4%
,June 2023,$590K,167,167,350,55,98.6%
,July 2023,$600K,127,126,347,58,98.4%
,August 2023,$590K,119,137,347,46,98.8%
,September 2023,$600K,117,160,383,47,98.3%
,October 2023,$639K,101,150,410,53,98.9%
,November 2023,$619K,87,141,421,55,98.8%
,December 2023,$568K,97,103,400,52,98.4%
,January 2024,$583K,79,160,422,66,98.5%
,February 2024,$544K,120,159,431,65,98.8%
,March 2024,$605K,114,181,469,64,98.3%
,April 2024,$652K,126,194,495,60,98.8%
,May 2024,$615K,155,201,537,66,98.7%
,June 2024,$640K,133,139,508,73,98.7%
,July 2024,$605K,120,146,527,69,98.2%
,August 2024,$620K,123,154,509,79,98.6%
,September 2024,$625K,117,159,531,82,98.5%
,October 2024,$660K,130,151,524,75,98.5%
,November 2024,$631K,90,106,487,71,98.8%
,December 2024,$668K,121,102,461,82,98.4%
,January 2025,$611K,77,204,509,74,98.7%
,February 2025,$675K,123,167,526,87,98.4%
"Raymore, MO",January 2012,$137K,18,49,,111,
,February 2012,$144K,23,36,,154,
,March 2012,$166K,30,49,,125,
,April 2012,$158K,45,48,,136,
,May 2012,$157K,38,41,,139,
,June 2012,$158K,34,53,,131,
,July 2012,$146K,28,47,,115,
,August 2012,$144K,38,31,,118,
,September 2012,$155K,34,32,,136,
,October 2012,$166K,29,32,,188,
,November 2012,$147K,25,31,,142,
,December 2012,$164K,28,17,,110,
,January 2013,$127K,24,36,,141,
,February 2013,$137K,15,42,,167,
,March 2013,$173K,24,40,,186,
,April 2013,$160K,30,51,,99,
,May 2013,$175K,39,46,,152,
,June 2013,$170K,43,56,,113,
,July 2013,$158K,57,55,,112,
,August 2013,$158K,38,49,,81,
,September 2013,$160K,38,32,,89,
,October 2013,$165K,30,30,,121,
,November 2013,$150K,26,39,,139,
,December 2013,$199K,22,24,,143,
,January 2014,$158K,23,24,,108,
,February 2014,$166K,13,36,,135,
,March 2014,$156K,30,57,,131,
,April 2014,$173K,32,69,,78,
,May 2014,$172K,45,52,,77,
,June 2014,$170K,51,44,,100,
,July 2014,$182K,48,45,,91,
,August 2014,$185K,29,47,,153,
,September 2014,$155K,29,37,,90,
,October 2014,$180K,43,32,,98,
,November 2014,$157K,34,19,,93,
,December 2014,$206K,29,27,,142,
,January 2015,$152K,20,31,,123,
,February 2015,$210K,25,37,,172,
,March 2015,$177K,37,54,,80,
,April 2015,$197K,45,51,,78,
,May 2015,$193K,48,53,,63,
,June 2015,$190K,52,50,,64,
,July 2015,$191K,45,36,,100,
,August 2015,$183K,33,58,,78,
,September 2015,$200K,37,32,,57,
,October 2015,$185K,36,34,,84,
,November 2015,$173K,29,35,,106,
,December 2015,$200K,29,41,,142,
,January 2016,$202K,27,40,,80,
,February 2016,$205K,23,44,,135,
,March 2016,$189K,39,49,,70,
,April 2016,$211K,54,64,,85,
,May 2016,$209K,59,77,,64,
,June 2016,$213K,52,50,,53,
,July 2016,$214K,42,65,,69,
,August 2016,$203K,41,52,,52,
,September 2016,$210K,51,59,,51,
,October 2016,$194K,35,42,,66,
,November 2016,$184K,33,50,,56,
,December 2016,$198K,50,23,,48,
,January 2017,$258K,30,31,,90,
,February 2017,$256K,32,66,,135,
,March 2017,$191K,68,58,,63,
,April 2017,$229K,46,69,,40,
,May 2017,$230K,62,72,,63,
,June 2017,$236K,73,52,,45,
,July 2017,$219K,62,67,,50,
,August 2017,$209K,62,69,,41,
,September 2017,$222K,49,38,,36,
,October 2017,$228K,43,30,,58,
,November 2017,$225K,43,40,,52,
,December 2017,$270K,32,31,,54,
,January 2018,$242K,32,42,,93,
,February 2018,$225K,36,51,,47,
,March 2018,$230K,59,70,,35,
,April 2018,$265K,63,82,,61,
,May 2018,$256K,71,71,,37,
,June 2018,$268K,63,53,,43,
,July 2018,$240K,57,57,,45,
,August 2018,$215K,56,55,,43,
,September 2018,$257K,40,55,,37,
,October 2018,$261K,42,55,,59,
,November 2018,$239K,52,26,,60,
,December 2018,$213K,41,19,,80,
,January 2019,$243K,40,25,,88,
,February 2019,$295K,31,50,,108,
,March 2019,$217K,39,44,,61,
,April 2019,$248K,49,74,,24,
,May 2019,$277K,72,57,,38,
,June 2019,$227K,46,46,,20,
,July 2019,$241K,60,49,,36,
,August 2019,$237K,56,50,,32,
,September 2019,$205K,33,44,,25,
,October 2019,$242K,43,44,,43,
,November 2019,$260K,39,27,,30,
,December 2019,$248K,34,15,,44,
,January 2020,$239K,18,44,,46,
,February 2020,$209K,25,35,,46,
,March 2020,$245K,40,48,,28,
,April 2020,$246K,46,39,,36,
,May 2020,$265K,39,41,,25,
,June 2020,$300K,57,54,,44,
,July 2020,$270K,63,54,,17,
,August 2020,$265K,49,53,,11,
,September 2020,$279K,54,65,,20,
,October 2020,$270K,51,47,,15,
,November 2020,$281K,51,39,,17,
,December 2020,$260K,35,40,,9,
,January 2021,$275K,35,45,,19,
,February 2021,$287K,45,31,,25,
,March 2021,$330K,31,68,,30,
,April 2021,$315K,50,56,,17,
,May 2021,$313K,54,56,,20,
,June 2021,$289K,63,65,,9,
,July 2021,$299K,69,58,,9,
,August 2021,$308K,48,57,,25,
,September 2021,$357K,48,55,,8,
,October 2021,$318K,48,43,,13,
,November 2021,$297K,53,48,,15,
,December 2021,$340K,43,29,,19,
,January 2022,$315K,43,26,,12,
,February 2022,$308K,26,27,,16,
,March 2022,$345K,37,45,,23,
,April 2022,$320K,39,61,,14,
,May 2022,$333K,59,71,,15,
,June 2022,$370K,55,57,,8,
,July 2022,$365K,47,46,,17,
,August 2022,$340K,41,47,,24,
,September 2022,$298K,38,42,,25,
,October 2022,$357K,42,26,,26,
,November 2022,$330K,31,20,,34,
,December 2022,$328K,20,13,,38,
,January 2023,$364K,23,28,,63,
,February 2023,$341K,16,20,,38,
,March 2023,$391K,25,31,,29,
,April 2023,$380K,26,36,,50,
,May 2023,$328K,34,38,,21,
,June 2023,$345K,42,50,,21,
,July 2023,$295K,25,47,,16,
,August 2023,$370K,39,41,,35,
,September 2023,$361K,24,37,,19,
,October 2023,$382K,32,32,,54,
,November 2023,$320K,29,36,,30,
,December 2023,$333K,26,25,,59,
,January 2024,$350K,22,20,,29,
,February 2024,$330K,31,33,,51,
,March 2024,$362K,43,49,,30,
,April 2024,$355K,45,69,,35,
,May 2024,$398K,39,68,,17,
,June 2024,$380K,52,34,,22,
,July 2024,$360K,49,56,,45,
,August 2024,$377K,48,46,,25,
,September 2024,$345K,34,48,,32,
,October 2024,$315K,37,46,,34,
,November 2024,$387K,37,51,,31,
,December 2024,$356K,44,23,,27,
,January 2025,$332K,32,45,,46,
,February 2025,$330K,28,25,,50,
"Redmond, OR",January 2012,$95K,45,56,189,54,98.1%
,February 2012,$100K,45,68,172,78,99.5%
,March 2012,$118K,58,89,188,58,98.9%
,April 2012,$110K,72,71,174,36,98.5%
,May 2012,$123K,57,70,176,45,99.9%
,June 2012,$132K,61,42,164,17,100.4%
,July 2012,$135K,41,75,176,37,99.8%
,August 2012,$151K,61,80,189,44,98.0%
,September 2012,$145K,48,63,181,35,98.4%
,October 2012,$137K,54,49,174,24,100.7%
,November 2012,$142K,46,70,178,78,100.2%
,December 2012,$134K,74,42,164,80,98.2%
,January 2013,$162K,43,42,160,47,99.4%
,February 2013,$153K,34,65,173,59,98.4%
,March 2013,$159K,41,75,182,65,98.9%
,April 2013,$141K,48,84,188,38,98.2%
,May 2013,$171K,64,100,215,24,99.1%
,June 2013,$174K,76,87,224,33,99.5%
,July 2013,$174K,63,93,234,17,99.4%
,August 2013,$169K,77,73,243,24,99.3%
,September 2013,$175K,55,78,252,50,99.1%
,October 2013,$168K,46,75,264,34,99.1%
,November 2013,$173K,44,62,279,42,97.9%
,December 2013,$174K,50,42,261,54,99.2%
,January 2014,$158K,41,59,233,50,98.1%
,February 2014,$180K,46,61,244,79,97.7%
,March 2014,$180K,42,88,219,68,99.3%
,April 2014,$191K,63,99,220,54,98.5%
,May 2014,$189K,71,131,253,62,98.4%
,June 2014,$190K,87,99,269,33,99.1%
,July 2014,$195K,84,117,294,34,99.2%
,August 2014,$208K,82,67,260,39,99.1%
,September 2014,$202K,74,78,271,35,98.4%
,October 2014,$185K,69,59,233,53,98.6%
,November 2014,$200K,65,41,204,29,99.4%
,December 2014,$188K,52,30,181,66,99.5%
,January 2015,$217K,40,65,168,63,99.0%
,February 2015,$205K,57,78,194,99,99.0%
,March 2015,$209K,56,82,182,42,99.2%
,April 2015,$210K,72,105,183,18,99.1%
,May 2015,$216K,65,117,209,29,99.4%
,June 2015,$226K,97,124,241,37,99.7%
,July 2015,$219K,90,93,230,30,99.9%
,August 2015,$215K,95,102,228,32,99.4%
,September 2015,$223K,93,70,185,31,99.2%
,October 2015,$226K,78,68,172,28,99.0%
,November 2015,$225K,65,58,150,48,98.8%
,December 2015,$215K,87,52,135,50,98.9%
,January 2016,$230K,41,64,123,50,99.0%
,February 2016,$221K,64,67,102,54,100.3%
,March 2016,$249K,82,114,133,43,99.4%
,April 2016,$236K,68,126,156,41,100.3%
,May 2016,$244K,93,125,154,19,99.6%
,June 2016,$237K,102,108,175,24,100.1%
,July 2016,$242K,78,119,195,18,99.4%
,August 2016,$267K,96,113,201,15,99.3%
,September 2016,$254K,96,96,212,22,99.6%
,October 2016,$255K,84,70,188,38,99.0%
,November 2016,$249K,83,53,156,36,99.8%
,December 2016,$260K,85,41,143,51,98.8%
,January 2017,$259K,54,46,130,40,99.1%
,February 2017,$259K,40,65,128,70,99.1%
,March 2017,$269K,69,108,142,68,99.0%
,April 2017,$271K,71,122,163,31,99.6%
,May 2017,$279K,84,110,182,24,100.0%
,June 2017,$279K,91,131,221,26,99.4%
,July 2017,$283K,92,92,210,29,99.4%
,August 2017,$280K,98,97,209,33,99.6%
,September 2017,$270K,84,97,213,39,99.0%
,October 2017,$276K,85,86,201,32,99.3%
,November 2017,$282K,73,56,178,45,99.1%
,December 2017,$285K,55,58,167,61,98.9%
,January 2018,$271K,45,74,157,35,99.3%
,February 2018,$280K,60,88,162,39,99.9%
,March 2018,$292K,70,127,190,21,100.1%
,April 2018,$285K,79,84,176,23,100.2%
,May 2018,$295K,93,122,195,29,99.7%
,June 2018,$280K,102,107,206,26,100.0%
,July 2018,$300K,83,114,223,27,99.4%
,August 2018,$299K,101,114,232,34,100.4%
,September 2018,$295K,80,84,225,23,99.3%
,October 2018,$286K,93,77,204,49,99.2%
,November 2018,$294K,74,53,193,45,99.2%
,December 2018,$307K,73,55,195,51,98.7%
,January 2019,$305K,52,60,172,62,99.1%
,February 2019,$298K,48,76,174,58,99.8%
,March 2019,$305K,70,75,166,57,99.6%
,April 2019,$314K,75,117,183,36,99.7%
,May 2019,$317K,104,142,208,25,99.5%
,June 2019,$325K,103,95,217,17,100.2%
,July 2019,$301K,96,116,200,19,100.4%
,August 2019,$328K,102,121,221,35,99.4%
,September 2019,$323K,94,86,204,33,99.0%
,October 2019,$312K,82,74,183,29,99.3%
,November 2019,$308K,83,58,155,32,100.0%
,December 2019,$315K,74,55,137,54,99.1%
,January 2020,$320K,68,79,135,56,100.0%
,February 2020,$315K,55,102,146,53,99.5%
,March 2020,$326K,90,136,180,29,100.3%
,April 2020,$358K,78,89,193,19,100.0%
,May 2020,$334K,73,113,194,21,100.4%
,June 2020,$330K,111,139,184,24,100.3%
,July 2020,$342K,114,152,152,20,100.0%
,August 2020,$352K,137,104,114,18,99.9%
,September 2020,$354K,129,119,100,18,100.0%
,October 2020,$365K,137,102,96,15,100.2%
,November 2020,$365K,95,87,70,15,100.5%
,December 2020,$372K,111,87,71,11,100.2%
,January 2021,$378K,77,105,55,8,100.7%
,February 2021,$385K,80,81,41,9,101.7%
,March 2021,$412K,111,144,60,6,102.3%
,April 2021,$414K,104,118,59,8,103.0%
,May 2021,$413K,127,133,82,7,103.0%
,June 2021,$440K,136,144,86,8,102.0%
,July 2021,$425K,149,121,88,7,102.2%
,August 2021,$448K,124,147,125,9,101.4%
,September 2021,$445K,113,92,128,9,101.2%
,October 2021,$450K,93,117,120,9,100.7%
,November 2021,$445K,102,58,87,15,100.1%
,December 2021,$465K,80,54,60,19,99.5%
,January 2022,$499K,61,78,53,21,100.3%
,February 2022,$477K,62,104,63,14,101.0%
,March 2022,$520K,121,111,82,8,101.7%
,April 2022,$537K,75,100,84,12,103.0%
,May 2022,$510K,100,113,109,12,101.3%
,June 2022,$509K,86,98,136,9,100.5%
,July 2022,$503K,86,93,153,14,100.2%
,August 2022,$524K,69,83,174,25,99.2%
,September 2022,$510K,54,96,177,39,98.9%
,October 2022,$472K,79,65,163,45,99.3%
,November 2022,$460K,67,46,151,42,97.7%
